5 Yr Eris SOFR Swap (YIW|YIW) YIWU6 (10.49 DTE) vs 95.6 (-0.11) - Intraday Volume
Put: 0 Call: 0 Vol: 4.18 Vol Chg: 0.02 Future Chg: -0.11
Strike,Call,Put,Vol Settle
93.75,0,0,0
94,0,0,0.054330492588633206
94.25,0,0,0.05149218144106271
94.5,0,0,0.04891767988738138
94.75,0,0,0.04666906675629434
95,0,0,0.04479725257260725
95.25,0,0,0.04334197948264773
95.5,0,0,0.04233182127973123
95.75,0,0,0.04178418344781676
96,0,0,0.04170530307055742
96.25,0,0,0.04209024894225877
96.5,0,0,0.042922921471472364
96.75,0,0,0.044176052726470516
97,0,0,0.045811206442522234
97.25,0,0,0
97.5,0,0,0
