HRW Wheat (OKE|KE) OKEV6 (24.60 DTE) vs 835.75 (-2.25) - Open Interest
Put: 8,281 Call: 12,352 Vol: 40.89 Vol Chg: -0.06 Future Chg: -2.25
Strike,Call,Put,Vol Settle
605,0,0,0
610,0,0,0
615,0,0,0
620,0,100,0
625,0,0,0
630,0,0,0
635,0,0,0
640,0,1,0
645,0,67,0
650,0,16,0
655,27,27,0
660,0,1001,0
665,0,0,0
670,0,494,0.432316266514321
675,0,16,0.4262887364359029
680,0,24,0.4207460329709871
685,8,10,0.4156705290881062
690,0,36,0.41104492087876476
695,0,60,0.4068522275574704
700,2,372,0.4030757914617533
705,0,10,0.3996992780521067
710,2,29,0.396706675912049
715,5,95,0.39408229674806083
720,500,295,0.3918107753896791
725,15,79,0.3898770697893843
730,6,365,0.38826646102268825
735,15,88,0.38696455328806856
740,144,182,0.38595727390705115
745,60,46,0.385230873324117
750,97,686,0.38477192510675984
755,31,35,0.38456732594545695
760,103,59,0.38460429565372056
765,33,48,0.3848703771680313
770,160,282,0.38535343654786924
775,62,87,0.3860416629757264
780,167,2214,0.38692356875709244
785,0,7,0.3879879893204361
790,63,2,0.38922408321722024
795,18,0,0.3906213321219596
800,788,223,0.39216954083210354
805,62,0,0.3938588372681302
810,97,0,0.39567967247351454
815,50,25,0.39762282061472654
820,109,8,0.39967937898124184
825,41,78,0.40184076798552226
830,646,1100,0.40409873116301753
835,120,0,0.40644533517221326
840,78,0,0.40887296979457766
845,15,0,0.41137434793453664
850,3098,2,0.41394250561956447
855,55,5,0.41657080200012153
860,19,0,0.41925291934967035
865,45,0,0.4219828630646312
870,268,0,0.42475496166449567
875,65,0,0.4275638667917079
880,147,0,0.43040455321167315
885,37,0,0.43327231881288597
890,173,0,0.43616278460675595
895,5,0,0.4390718947277552
900,3534,0,0.44199591643329406
905,0,0,0.4449314401038258
910,39,0,0.44787537924279874
915,0,0,0.4508249704766438
920,95,1,0.45377777355475324
925,4,0,0.4567316713496261
930,610,1,0.4596848698566305
935,5,1,0.4626358981942431
940,1,0,0.46558360860384695
945,0,0,0.46852717644992126
950,503,0,0.47146610021983193
955,0,0,0.47440020152401985
960,0,0,0.47732962509592625
965,97,3,0.48025483879196074
970,28,0,0.4831766335915084
975,0,0,0.48609612359700094
980,0,1,0.48901474603387385
985,0,0,0.4919342612505133
990,0,0,0.494856752718313
995,0,0,0.49778462703170945
1000,0,0,0.5007206139080935
1005,0,0,0.5036677661878848
1010,0,0,0.5066294598344712
