Aluminum (AX|ALI) AXU6 (20.89 DTE) vs 3420.75 (-4) - Open Interest
Put: 0 Call: 0 Vol: 25.00 Vol Chg: 25.00 Future Chg: -4
Strike,Call,Put,Vol Settle
2875,0,0,0
2900,0,0,0
2925,0,0,0
2950,0,0,0
2975,0,0,0
3000,0,0,0
3025,0,0,0
3050,0,0,0
3075,0,0,0
3100,0,0,0
3125,0,0,0
3150,0,0,0
3175,0,0,0
3200,0,0,0
3225,0,0,0
3250,0,0,0
3275,0,0,0
3300,0,0,0
3325,0,0,0
3350,0,0,0
3375,0,0,0
3400,0,0,0
3425,0,0,0
3450,0,0,0
3475,0,0,0
3500,0,0,0
3525,0,0,0
3550,0,0,0
3575,0,0,0
3600,0,0,0
3625,0,0,0
3650,0,0,0
3675,0,0,0
3700,0,0,0
3725,0,0,0
3750,0,0,0
3775,0,0,0
3800,0,0,0
3825,0,0,0
3850,0,0,0
3875,0,0,0
3900,0,0,0
3925,0,0,0
3950,0,0,0
3975,0,0,0
4000,0,0,0
4025,0,0,0
