Dow Jones (YM|YM) YMU6 (43.85 DTE) vs 54679 (+411) - Open Interest
Put: 52 Call: 57 Vol: 13.64 Vol Chg: -0.10 Future Chg: 411
Strike,Call,Put,Vol Settle
47400,0,0,0.21967093265617166
47500,0,0,0.21803510559958283
47600,0,0,0.21639260520159098
47700,0,0,0.2147447768905124
47800,0,0,0.21309294020655045
47900,0,0,0.21143838880166754
48000,0,4,0.20978239043924418
48100,0,0,0.20812618699467578
48200,0,0,0.2064709944549179
48300,0,0,0.2048180029185076
48400,0,0,0.2031683765959329
48500,0,0,0.20152325380911407
48600,0,0,0.19988374699178024
48700,0,0,0.19825094268949073
48800,0,0,0.19662590155920157
48900,0,0,0.1950096583698695
49000,0,0,0.19340322200199722
49100,0,0,0.1918075754476618
49200,0,0,0.1902236758109268
49300,0,0,0.18865245430725253
49400,0,0,0.1870948162641639
49500,0,0,0.18555164112044054
49600,0,0,0.18402378242683426
49700,0,0,0.18251206784580631
49800,0,0,0.18101729915132125
49900,0,0,0.179540252229188
50000,0,25,0.17808167707698885
50100,0,0,0.1766422978037241
50200,0,0,0.17522281263045159
50300,0,0,0.17382389388961883
50400,0,0,0.17244618802543243
50500,0,0,0.17109031559392918
50600,0,0,0.16975687126267758
50700,0,0,0.1684464238111758
50800,0,0,0.16715951613034008
50900,0,0,0.16589666522287416
51000,0,1,0.16465836220331198
51100,0,0,0.16344507229774763
51200,0,0,0.16225723484399168
51300,0,0,0.16109526329152857
51400,0,0,0.15995954520153077
51500,0,0,0.15885044224714306
51600,0,0,0.15776829021278616
51700,0,0,0.15671339899469672
51800,0,0,0.15568605260101265
51900,0,0,0.15468650915133253
52000,0,0,0.1537150008771846
52100,0,0,0.15277173412152933
52200,0,0,0.15185688933904373
52300,0,0,0.15097062109650494
52400,0,0,0.1501130580718666
52500,0,0,0.14928430305499774
52600,0,1,0.14848443294751235
52700,0,2,0.1477134987626556
52800,0,0,0.14697152562547444
52900,0,0,0.14625851277246227
53000,2,0,0.1455744335519853
53100,0,0,0.14491923542426832
53200,0,0,0.14429283996086895
53300,0,0,0.14369514284523177
53400,0,0,0.14312601387256052
53500,0,1,0.14258529694957645
53600,0,0,0.14207281009490202
53700,0,0,0.1415883454387199
53800,1,0,0.1411316692229576
53900,0,0,0.14070252180121656
54000,6,1,0.14030061763875779
54100,0,0,0.13992564531258722
54200,0,0,0.13957726751152677
54300,0,0,0.1392551210356885
54400,0,0,0.13895881679751199
54500,21,0,0.13868793982037175
54600,0,0,0.13844204924016879
54700,0,0,0.13822067830386686
54800,0,0,0.13802333437025993
54900,0,0,0.13784949891000053
55000,1,0,0.13769862750540085
55100,0,0,0.13757014985037586
55200,0,0,0.1374634697505286
55300,0,0,0.13737796512327805
55400,1,0,0.13731298799766023
55500,0,0,0.13726786451437079
55600,0,0,0.13724189492580763
55700,0,0,0.13723435359617042
55800,0,0,0.13724448900126163
55900,0,0,0.13727152372869966
56000,0,0,0.13731465447753521
56100,0,0,0.1373730520587486
56200,0,0,0.1374458613949372
56300,0,0,0.13753220152050005
56400,0,0,0.137631165581368
56500,1,0,0.1377418208352026
56600,0,0,0.137863208651396
56700,0,0,0.1379943445112275
56800,0,0,0.13813421800718118
56900,0,0,0.13828179284394082
57000,21,0,0.13843600683756563
57100,0,0,0.1385957719159876
57200,0,0,0.138759974118841
57300,0,0,0.138927473597235
57400,0,0,0.13909710461423686
57500,0,0,0.1392676755445308
57600,0,0,0.13943796887438964
57700,0,0,0.13960674120183114
57800,0,0,0.1397727232365895
57900,0,0,0.1399346198001723
58000,0,0,0.14009110982578932
58100,0,0,0.14024084635809686
58200,0,0,0.14038245655366666
58300,0,0,0.14051454168081534
58400,0,0,0.14063567711933445
58500,0,0,0.14074441236091673
58600,1,0,0.1408392710088009
58700,0,0,0.14091875077807003
59000,2,0,0.14104950563930174
60000,0,0,0.13982185343269293
61000,0,0,0
62000,0,0,0
