Rough Rice (OZR|ZR) OZRU6 (16.19 DTE) vs 13.91 (-0.06) - Intraday Volume
Put: 0 Call: 0 Vol: 19.71 Vol Chg: 0.07 Future Chg: -0.06
Strike,Call,Put,Vol Settle
12.4,0,0,0
12.6,0,0,0
12.8,0,0,0.22040483375462827
13,0,0,0.21987068641243468
13.2,0,0,0.21471949844061555
13.4,0,0,0.20784684220723193
13.6,0,0,0.20153790433369068
13.8,0,0,0.19746748569480133
14,0,0,0.1967000014228688
14.2,0,0,0.1996894809000196
14.4,0,0,0.20627956776581868
14.6,0,0,0.21570351991124426
14.8,0,0,0.22658420948368985
15,0,0,0.2369341228841222
15.2,0,0,0.24415536076742228
15.4,0,0,0.24503963804193063
15.6,0,0,0
